type,lift,parking,property_size,bathroom,cup_board,building_type,balconies,LIFT,PB,rent
0.5689934666208184,0,0.0,1500,2.0,1.0,2,0.0,0,0,9500.0
0.5689934666208184,0,0.0,800,2.0,2.0,2,1.0,0,0,14000.0
0.1756643906273026,0,3.0,700,1.0,1.0,2,1.0,0,0,12000.0
0.1756643906273026,0,1.0,750,1.0,1.0,3,1.0,0,0,8000.0
0.5689934666208184,1,1.0,1175,2.0,2.0,0,1.0,1,1,17000.0
0.5689934666208184,1,2.0,1251,2.0,2.0,0,3.0,1,1,20000.0
0.5689934666208184,1,0.0,1000,2.0,2.0,0,1.0,1,1,18000.0
0.5689934666208184,0,0.0,600,2.0,0.0,2,0.0,0,0,15000.0
0.5689934666208184,0,0.0,1000,2.0,0.0,2,1.0,0,0,15000.0
0.213882202682124,1,2.0,1800,3.0,3.0,0,3.0,1,0,27500.0
0.1756643906273026,0,0.0,500,1.0,1.0,2,1.0,0,0,9000.0
0.5689934666208184,0,0.0,780,2.0,2.0,3,0.0,0,0,15000.0
0.5689934666208184,0,2.0,900,2.0,2.0,2,0.0,0,0,16000.0
0.213882202682124,1,2.0,1600,3.0,3.0,0,1.0,1,1,45000.0
0.213882202682124,1,2.0,1600,2.0,3.0,0,2.0,1,1,30000.0
0.5689934666208184,0,3.0,900,1.0,0.0,2,0.0,0,0,25000.0
0.5689934666208184,1,2.0,1300,2.0,2.0,0,1.0,1,1,32000.0
0.5689934666208184,0,0.0,1150,2.0,2.0,2,0.0,0,0,25000.0
0.1756643906273026,0,2.0,600,1.0,1.0,3,0.0,0,0,9000.0
0.5689934666208184,1,2.0,1400,2.0,2.0,0,0.0,1,1,21000.0
0.213882202682124,1,2.0,1600,3.0,3.0,0,2.0,1,1,24000.0
0.5689934666208184,0,0.0,900,2.0,2.0,2,0.0,0,0,12500.0
0.5689934666208184,0,3.0,1200,2.0,2.0,2,0.0,0,0,11000.0
0.213882202682124,0,2.0,1251,2.0,2.0,0,1.0,1,1,25000.0
0.5689934666208184,1,1.0,1200,2.0,3.0,0,2.0,1,1,20000.0
0.5689934666208184,1,2.0,1200,2.0,7.0,0,1.0,1,1,30000.0
0.0113965712040084,0,2.0,2400,4.0,3.0,2,0.0,0,0,32000.0
0.5689934666208184,1,2.0,1000,2.0,2.0,0,1.0,1,1,21000.0
0.5689934666208184,0,0.0,750,1.0,2.0,2,1.0,0,0,11000.0
0.213882202682124,1,1.0,1700,3.0,4.0,0,3.0,1,1,42000.0
0.5689934666208184,0,2.0,1100,2.0,2.0,2,1.0,0,0,16500.0
0.0113965712040084,0,3.0,2000,2.0,3.0,2,2.0,0,0,26000.0
0.5689934666208184,0,0.0,600,1.0,2.0,2,0.0,0,0,9000.0
0.5689934666208184,0,0.0,1500,1.0,2.0,2,0.0,0,0,12500.0
0.5689934666208184,0,0.0,950,1.0,2.0,2,1.0,0,0,12000.0
0.213882202682124,1,1.0,1300,2.0,3.0,0,3.0,1,1,22000.0
0.5689934666208184,0,3.0,700,1.0,0.0,2,1.0,0,0,12000.0
0.5689934666208184,0,0.0,1200,2.0,2.0,2,0.0,0,0,15000.0
0.213882202682124,0,2.0,1515,3.0,6.0,0,2.0,1,1,27000.0
0.213882202682124,1,2.0,1450,2.0,3.0,0,2.0,1,1,30000.0
0.5689934666208184,0,3.0,750,1.0,1.0,2,1.0,0,0,9000.0
0.5689934666208184,1,2.0,1400,1.0,1.0,0,1.0,1,1,9500.0
0.5689934666208184,1,2.0,1225,2.0,2.0,0,2.0,1,1,24000.0
0.0270177334577786,1,0.0,180,1.0,1.0,0,0.0,1,0,8000.0
0.5689934666208184,0,2.0,800,2.0,2.0,2,2.0,0,0,16500.0
0.5689934666208184,0,0.0,1000,2.0,2.0,2,0.0,0,0,14000.0
0.5689934666208184,0,2.0,1100,2.0,6.0,3,1.0,0,0,19000.0
0.5689934666208184,1,1.0,1200,2.0,4.0,0,2.0,1,1,23000.0
0.213882202682124,1,2.0,1700,2.0,3.0,0,3.0,1,1,35000.0
0.1756643906273026,1,2.0,800,1.0,2.0,0,2.0,1,1,16500.0
0.5689934666208184,0,1.0,750,2.0,2.0,2,1.0,0,0,15000.0
0.1756643906273026,0,3.0,600,1.0,0.0,2,0.0,0,0,12500.0
0.5689934666208184,0,0.0,750,2.0,2.0,3,0.0,0,0,10000.0
0.213882202682124,0,0.0,1000,2.0,2.0,2,0.0,0,0,15000.0
0.0270177334577786,0,2.0,300,1.0,1.0,2,0.0,0,0,8000.0
0.1756643906273026,0,1.0,450,1.0,0.0,2,1.0,0,0,12000.0
0.213882202682124,0,3.0,1000,1.0,3.0,2,1.0,0,0,20000.0
0.213882202682124,0,2.0,1800,3.0,3.0,0,3.0,1,1,35000.0
0.213882202682124,1,2.0,1500,3.0,3.0,0,3.0,1,1,36000.0
0.5689934666208184,0,2.0,1000,2.0,2.0,0,2.0,0,0,15000.0
0.5689934666208184,1,2.0,975,2.0,2.0,2,2.0,1,0,16000.0
0.5689934666208184,0,0.0,600,2.0,2.0,2,0.0,0,0,10000.0
0.5689934666208184,1,2.0,1325,2.0,2.0,0,4.0,1,0,24000.0
0.1756643906273026,0,0.0,700,1.0,1.0,2,0.0,0,0,10500.0
0.5689934666208184,0,0.0,600,1.0,2.0,2,1.0,0,0,11000.0
0.213882202682124,1,1.0,1400,3.0,5.0,0,1.0,1,1,28000.0
0.5689934666208184,1,2.0,1285,2.0,2.0,0,2.0,1,1,20000.0
0.5689934666208184,0,0.0,1000,2.0,2.0,2,1.0,0,0,15000.0
0.213882202682124,1,2.0,1500,3.0,3.0,0,3.0,1,0,27000.0
0.5689934666208184,1,2.0,1145,2.0,2.0,0,2.0,1,1,21000.0
0.213882202682124,0,2.0,1350,3.0,3.0,2,0.0,0,0,18000.0
0.5689934666208184,0,2.0,1100,2.0,0.0,2,1.0,0,1,30000.0
0.5689934666208184,1,2.0,1100,2.0,4.0,0,0.0,1,1,29000.0
0.213882202682124,1,2.0,2100,3.0,3.0,0,5.0,1,1,22000.0
0.5689934666208184,1,2.0,1075,2.0,2.0,0,1.0,1,0,17000.0
0.1756643906273026,0,3.0,350,1.0,1.0,2,1.0,0,0,9000.0
0.5689934666208184,0,2.0,885,2.0,5.0,0,1.0,1,1,19500.0
0.5689934666208184,1,2.0,1450,2.0,2.0,0,2.0,1,1,27000.0
0.5689934666208184,0,0.0,800,1.0,1.0,3,0.0,0,0,12000.0
0.5689934666208184,1,2.0,880,2.0,2.0,0,0.0,1,1,13500.0
0.5689934666208184,0,0.0,600,2.0,2.0,2,0.0,0,0,12000.0
0.5689934666208184,1,2.0,1100,2.0,2.0,0,1.0,1,1,17000.0
0.5689934666208184,0,0.0,1100,2.0,3.0,2,1.0,0,0,17500.0
0.213882202682124,1,2.0,1586,3.0,3.0,0,1.0,1,1,32000.0
0.213882202682124,1,2.0,1620,3.0,3.0,0,2.0,1,1,35000.0
0.5689934666208184,0,2.0,1300,2.0,2.0,2,2.0,0,0,17000.0
0.1756643906273026,0,0.0,650,1.0,1.0,2,0.0,0,0,11000.0
0.5689934666208184,1,1.0,1350,2.0,3.0,0,3.0,1,1,21000.0
0.213882202682124,0,2.0,1900,3.0,4.0,2,2.0,0,0,40000.0
0.5689934666208184,0,0.0,800,2.0,2.0,2,0.0,0,0,16000.0
0.213882202682124,1,2.0,1470,2.0,3.0,0,3.0,1,1,26000.0
0.5689934666208184,0,0.0,800,2.0,0.0,2,0.0,0,0,10000.0
0.5689934666208184,0,2.0,1000,2.0,4.0,0,1.0,0,0,14500.0
0.5689934666208184,0,0.0,800,1.0,2.0,2,0.0,0,0,10000.0
0.1756643906273026,0,0.0,500,1.0,0.0,2,1.0,0,0,11000.0
0.5689934666208184,1,0.0,1000,2.0,0.0,0,2.0,1,1,14000.0
0.5689934666208184,1,0.0,2322,2.0,2.0,0,2.0,1,0,25000.0
0.5689934666208184,1,1.0,1175,2.0,2.0,0,2.0,1,1,27000.0
0.5689934666208184,0,2.0,1200,2.0,0.0,0,2.0,1,0,20000.0
0.213882202682124,1,2.0,1600,2.0,3.0,0,2.0,1,1,24000.0
0.5689934666208184,1,2.0,1200,2.0,2.0,0,4.0,1,1,14000.0
0.5689934666208184,1,2.0,1210,2.0,2.0,0,2.0,1,0,23000.0
0.1756643906273026,0,2.0,1200,1.0,1.0,2,1.0,0,1,12500.0
0.213882202682124,0,2.0,2000,2.0,7.0,3,0.0,0,0,30000.0
0.5689934666208184,1,2.0,1062,2.0,2.0,0,1.0,1,1,20000.0
0.5689934666208184,0,3.0,500,1.0,0.0,2,1.0,0,0,10000.0
0.1756643906273026,0,2.0,900,2.0,2.0,3,0.0,0,0,8500.0
0.5689934666208184,1,2.0,1200,2.0,2.0,0,1.0,1,1,24000.0
0.5689934666208184,0,0.0,950,2.0,2.0,2,0.0,0,0,23000.0
0.5689934666208184,0,0.0,600,1.0,2.0,3,0.0,0,0,9000.0
0.5689934666208184,0,0.0,1000,2.0,3.0,2,1.0,0,0,16000.0
0.213882202682124,1,1.0,2000,4.0,3.0,0,3.0,1,0,19000.0
0.1756643906273026,0,0.0,600,1.0,1.0,2,0.0,0,0,10500.0
0.5689934666208184,0,2.0,600,3.0,3.0,2,1.0,0,0,15000.0
0.213882202682124,0,2.0,1242,2.0,0.0,0,1.0,1,1,14000.0
0.213882202682124,1,2.0,1699,3.0,5.0,0,4.0,1,1,24000.0
0.5689934666208184,0,0.0,600,1.0,1.0,2,0.0,0,0,10000.0
0.5689934666208184,1,2.0,1000,2.0,2.0,0,2.0,1,1,16000.0
0.213882202682124,1,2.0,1300,2.0,4.0,0,1.0,1,0,25000.0
0.5689934666208184,0,0.0,800,1.0,2.0,2,0.0,0,0,10000.0
0.5689934666208184,0,0.0,700,2.0,1.0,2,0.0,0,0,10000.0
0.213882202682124,0,2.0,1494,2.0,2.0,3,0.0,0,0,27000.0
0.213882202682124,1,2.0,1200,2.0,3.0,2,1.0,1,0,25000.0
0.5689934666208184,0,0.0,675,1.0,2.0,2,0.0,0,0,12500.0
0.5689934666208184,0,0.0,600,1.0,2.0,2,0.0,0,0,15000.0
0.1756643906273026,0,0.0,400,1.0,1.0,3,0.0,0,0,10000.0
0.1756643906273026,0,3.0,450,1.0,1.0,3,1.0,0,0,16500.0
0.5689934666208184,0,0.0,1200,1.0,2.0,2,0.0,0,0,14000.0
0.5689934666208184,0,0.0,700,2.0,2.0,2,1.0,0,1,15000.0
0.5689934666208184,1,2.0,1200,2.0,0.0,0,1.0,1,1,20000.0
0.5689934666208184,1,2.0,1300,2.0,3.0,0,3.0,1,1,20000.0
0.5689934666208184,0,0.0,900,2.0,2.0,3,0.0,0,0,15000.0
0.5689934666208184,1,2.0,1300,2.0,2.0,0,2.0,1,1,16000.0
0.1756643906273026,0,2.0,600,1.0,0.0,2,0.0,0,0,9000.0
0.5689934666208184,0,2.0,1205,2.0,2.0,0,1.0,1,1,18300.0
0.5689934666208184,1,2.0,865,2.0,2.0,0,1.0,1,0,10000.0
0.5689934666208184,1,2.0,1100,2.0,0.0,0,1.0,1,1,19500.0
0.5689934666208184,0,0.0,800,1.0,1.0,0,0.0,0,0,13000.0
0.5689934666208184,0,0.0,1100,2.0,2.0,2,1.0,0,0,18500.0
0.5689934666208184,0,0.0,1100,2.0,3.0,2,0.0,0,0,19500.0
0.5689934666208184,0,0.0,500,1.0,0.0,2,0.0,0,0,9500.0
0.5689934666208184,0,2.0,600,2.0,2.0,2,0.0,0,0,14000.0
0.5689934666208184,0,2.0,1000,2.0,2.0,0,1.0,0,0,20000.0
0.5689934666208184,0,2.0,950,2.0,2.0,2,1.0,0,0,23000.0
0.5689934666208184,0,0.0,750,1.0,0.0,2,1.0,0,0,11000.0
0.5689934666208184,0,0.0,1000,2.0,2.0,0,0.0,0,0,15000.0
0.1756643906273026,0,0.0,300,1.0,0.0,2,0.0,0,0,10000.0
0.5689934666208184,1,1.0,950,2.0,2.0,2,1.0,1,0,18000.0
0.5689934666208184,0,2.0,1400,2.0,2.0,2,1.0,0,0,30000.0
0.5689934666208184,1,0.0,800,2.0,0.0,0,0.0,1,0,18500.0
0.0270177334577786,0,0.0,200,1.0,1.0,2,1.0,0,0,10000.0
0.213882202682124,1,2.0,1550,2.0,7.0,0,2.0,1,1,32000.0
0.5689934666208184,0,2.0,1000,2.0,2.0,2,0.0,0,0,16500.0
0.5689934666208184,0,3.0,1200,2.0,2.0,2,2.0,0,0,20000.0
0.5689934666208184,0,2.0,1800,2.0,2.0,3,0.0,0,0,17000.0
0.213882202682124,1,2.0,1250,3.0,3.0,0,1.0,1,1,19000.0
0.213882202682124,1,2.0,1700,2.0,6.0,0,3.0,1,1,23000.0
0.213882202682124,0,3.0,1000,2.0,3.0,2,1.0,0,0,16000.0
0.1756643906273026,0,0.0,450,1.0,1.0,2,1.0,0,0,12000.0
0.5689934666208184,0,0.0,850,2.0,2.0,2,0.0,0,1,15000.0
0.5689934666208184,0,2.0,1200,2.0,0.0,0,2.0,1,1,19500.0
0.5689934666208184,0,1.0,1200,2.0,3.0,2,0.0,0,0,18000.0
0.213882202682124,0,1.0,1200,3.0,2.0,2,1.0,0,0,27000.0
0.5689934666208184,0,2.0,1200,2.0,2.0,3,0.0,0,0,8000.0
0.5689934666208184,0,2.0,1300,2.0,2.0,2,3.0,0,0,18000.0
0.5689934666208184,0,0.0,800,2.0,1.0,2,1.0,0,0,17500.0
0.5689934666208184,0,2.0,1250,2.0,3.0,2,1.0,0,0,18500.0
0.213882202682124,1,2.0,1500,2.0,3.0,0,3.0,1,1,19000.0
0.5689934666208184,0,0.0,950,2.0,2.0,2,0.0,0,0,24000.0
0.213882202682124,1,3.0,1680,3.0,3.0,0,2.0,1,1,40000.0
0.5689934666208184,0,2.0,1200,2.0,2.0,2,1.0,0,0,25000.0
0.5689934666208184,0,0.0,1000,2.0,2.0,2,0.0,0,0,10000.0
0.5689934666208184,0,0.0,600,1.0,3.0,2,0.0,0,0,17000.0
0.213882202682124,1,2.0,1380,3.0,3.0,0,2.0,1,1,20000.0
0.5689934666208184,0,2.0,1360,2.0,0.0,2,2.0,0,0,22000.0
0.5689934666208184,0,2.0,1500,3.0,4.0,2,0.0,0,0,15000.0
0.1756643906273026,0,2.0,600,1.0,0.0,2,1.0,0,0,11500.0
0.213882202682124,1,2.0,1699,3.0,10.0,0,3.0,1,1,21800.0
0.1756643906273026,0,0.0,200,1.0,1.0,2,1.0,0,0,12000.0
0.5689934666208184,1,2.0,1160,2.0,2.0,0,2.0,1,1,18500.0
0.5689934666208184,1,2.0,1255,2.0,1.0,0,1.0,1,1,32000.0
0.5689934666208184,0,3.0,1800,3.0,2.0,3,2.0,0,0,22000.0
0.1756643906273026,1,2.0,380,1.0,1.0,0,1.0,1,1,13500.0
0.5689934666208184,1,2.0,1210,2.0,0.0,0,2.0,1,1,12500.0
0.5689934666208184,0,0.0,600,1.0,2.0,2,0.0,0,0,11500.0
0.213882202682124,1,2.0,2000,3.0,3.0,0,3.0,1,1,20000.0
0.5689934666208184,1,2.0,1250,2.0,2.0,0,2.0,1,1,16000.0
0.213882202682124,1,2.0,1400,2.0,3.0,0,3.0,1,1,28000.0
0.5689934666208184,0,1.0,1200,2.0,2.0,3,2.0,0,1,20000.0
0.1756643906273026,0,0.0,600,1.0,2.0,2,1.0,0,0,10000.0
0.213882202682124,1,1.0,1800,3.0,3.0,0,3.0,1,1,25000.0
0.5689934666208184,0,0.0,700,1.0,2.0,2,1.0,0,0,15000.0
0.5689934666208184,1,2.0,1250,2.0,2.0,0,2.0,1,1,25000.0
0.5689934666208184,0,2.0,1007,2.0,4.0,0,1.0,1,1,22000.0
0.5689934666208184,0,2.0,950,2.0,1.0,2,1.0,0,0,17000.0
0.1756643906273026,0,3.0,450,1.0,0.0,3,1.0,0,0,10000.0
0.1756643906273026,0,1.0,700,1.0,2.0,3,0.0,0,0,10000.0
0.5689934666208184,0,0.0,1200,2.0,2.0,2,0.0,0,1,19000.0
0.5689934666208184,1,2.0,1100,2.0,2.0,0,1.0,1,1,18000.0
0.5689934666208184,1,2.0,1300,2.0,2.0,0,2.0,1,1,21000.0
0.5689934666208184,0,2.0,800,2.0,2.0,2,1.0,0,0,18000.0
0.5689934666208184,1,1.0,1185,2.0,2.0,0,2.0,1,1,31000.0
0.213882202682124,1,2.0,1590,2.0,3.0,0,2.0,1,1,35000.0
0.1756643906273026,0,2.0,700,2.0,1.0,2,0.0,0,0,9500.0
0.5689934666208184,0,2.0,1000,2.0,4.0,0,2.0,1,1,23000.0
0.213882202682124,1,2.0,1695,3.0,4.0,0,2.0,1,1,40000.0
0.1756643906273026,0,2.0,650,1.0,1.0,3,0.0,0,0,15000.0
0.5689934666208184,1,2.0,1240,2.0,2.0,0,1.0,1,1,25000.0
0.5689934666208184,1,2.0,1000,2.0,2.0,0,2.0,1,0,15000.0
0.213882202682124,1,2.0,1750,3.0,3.0,0,2.0,1,1,16000.0
0.5689934666208184,0,0.0,1000,2.0,4.0,2,1.0,0,0,20000.0
0.5689934666208184,0,0.0,550,1.0,1.0,2,0.0,0,0,13000.0
0.5689934666208184,1,2.0,1245,2.0,2.0,0,2.0,1,1,20000.0
0.1756643906273026,0,2.0,800,1.0,1.0,0,1.0,0,0,23000.0
0.213882202682124,0,2.0,1650,3.0,3.0,2,0.0,0,0,22000.0
0.5689934666208184,1,2.0,1290,2.0,2.0,0,2.0,1,1,21000.0
0.0270177334577786,0,0.0,180,1.0,3.0,2,1.0,0,1,15000.0
0.5689934666208184,0,0.0,600,2.0,2.0,2,0.0,0,0,15000.0
0.5689934666208184,0,0.0,1600,2.0,3.0,2,1.0,0,0,22000.0
0.5689934666208184,0,2.0,1035,2.0,2.0,0,2.0,0,1,17500.0
0.1756643906273026,0,0.0,400,1.0,1.0,2,0.0,0,0,11000.0
0.5689934666208184,0,2.0,1100,2.0,2.0,0,0.0,0,0,13000.0
0.5689934666208184,1,2.0,1080,2.0,4.0,0,1.0,1,1,26000.0
0.5689934666208184,1,2.0,1150,2.0,4.0,0,2.0,1,0,15000.0
0.1756643906273026,1,2.0,660,1.0,1.0,0,1.0,1,1,16000.0
0.1756643906273026,0,0.0,450,1.0,1.0,0,1.0,0,0,8500.0
0.5689934666208184,0,2.0,950,2.0,2.0,2,0.0,0,0,18000.0
0.5689934666208184,0,3.0,1200,2.0,2.0,2,1.0,0,0,25000.0
0.5689934666208184,1,2.0,1300,2.0,4.0,0,3.0,1,1,22000.0
0.213882202682124,0,0.0,1200,3.0,3.0,2,2.0,0,0,20000.0
0.0270177334577786,0,0.0,350,1.0,1.0,2,0.0,0,0,8000.0
0.5689934666208184,0,2.0,700,2.0,2.0,2,0.0,0,0,11000.0
0.5689934666208184,0,2.0,1200,2.0,4.0,3,0.0,0,0,17000.0
0.5689934666208184,1,2.0,1150,2.0,8.0,0,1.0,1,1,24000.0
0.1756643906273026,0,0.0,600,1.0,1.0,2,2.0,0,0,10000.0
0.213882202682124,1,2.0,1255,2.0,3.0,0,2.0,1,1,18000.0
0.213882202682124,1,2.0,1850,3.0,2.0,0,3.0,1,1,19500.0
0.5689934666208184,1,2.0,1100,2.0,2.0,0,0.0,1,1,17500.0
0.5689934666208184,0,0.0,425,1.0,0.0,2,0.0,0,0,10000.0
0.213882202682124,0,2.0,2400,2.0,3.0,2,1.0,0,0,18000.0
0.1756643906273026,0,2.0,600,2.0,2.0,2,2.0,0,0,8500.0
0.1756643906273026,0,0.0,480,1.0,1.0,2,1.0,0,0,9300.0
0.5689934666208184,1,2.0,1139,2.0,2.0,0,2.0,1,1,21000.0
0.0113965712040084,1,2.0,2330,4.0,4.0,0,3.0,1,1,50000.0
0.5689934666208184,0,0.0,1100,2.0,2.0,2,0.0,0,0,15000.0
0.213882202682124,0,2.0,1695,3.0,3.0,0,3.0,1,1,32000.0
0.213882202682124,1,2.0,1515,3.0,6.0,0,2.0,1,1,23500.0
0.1756643906273026,0,0.0,450,1.0,1.0,2,1.0,0,0,10000.0
0.213882202682124,1,2.0,1345,2.0,3.0,0,2.0,1,1,20000.0
0.5689934666208184,0,0.0,1100,2.0,3.0,2,1.0,0,0,18000.0
0.5689934666208184,0,0.0,650,1.0,1.0,2,0.0,0,0,15000.0
0.213882202682124,0,0.0,1050,2.0,3.0,2,1.0,0,0,17000.0
0.5689934666208184,0,2.0,900,2.0,2.0,2,1.0,0,0,15000.0
0.5689934666208184,1,2.0,1100,2.0,2.0,0,3.0,1,1,15000.0
0.1756643906273026,0,0.0,500,1.0,1.0,2,1.0,0,0,11000.0
0.5689934666208184,0,0.0,750,1.0,1.0,2,1.0,0,0,12500.0
